Name,Date,Rate,Votes,Genre,Duration,Certificate,Nudity,Violence,Profanity,Alcohol,Frightening
Live Free or Die Hard,2007,7.1,397082,"Action, Thriller",128,PG-13,Mild,Moderate,Moderate,None,Moderate
Airplane!,1980,7.7,225206,Comedy,88,PG,Moderate,Mild,Mild,Mild,None
Solo: A Star Wars Story,2018,6.9,314084,"Action, Adventure, Sci-Fi",135,PG-13,None,Mild,Mild,Mild,Mild
Beautiful Boy,2018,7.3,62834,"Biography, Drama",120,R,Mild,Mild,Moderate,Severe,Moderate
The Purge,2013,5.7,213186,"Horror, Sci-Fi, Thriller",85,R,Mild,Severe,Moderate,Mild,Moderate
White Chicks,2004,5.7,137894,"Comedy, Crime",109,PG-13,Moderate,Mild,Moderate,Mild,Mild
Elysium,2013,6.6,432136,"Action, Drama, Sci-Fi",109,R,Mild,Severe,Severe,Mild,Severe
The Dig,2021,7.1,64803,"Biography, Drama, History",112,PG-13,Mild,None,None,Mild,Mild
The Crow,1994,7.6,173720,"Action, Drama, Fantasy",102,R,Moderate,Severe,Severe,Severe,Severe
The Nun,2018,5.3,130587,"Horror, Mystery, Thriller",96,R,None,Severe,Mild,None,Severe
Dirty Dancing,1987,7.0,215569,"Drama, Music, Romance",100,PG-13,Mild,Mild,Mild,Mild,Mild
Twister,1996,6.4,187329,"Action, Adventure, Thriller",113,PG-13,None,Mild,Moderate,None,Moderate
Anchorman: The Legend of Ron Burgundy,2004,7.2,340907,Comedy,94,PG-13,Moderate,Mild,Moderate,Mild,Mild
Swallow,2019,6.5,19951,"Drama, Mystery, Thriller",94,R,Mild,Moderate,Moderate,Mild,Moderate
Mamma Mia!,2008,6.4,228290,"Comedy, Musical, Romance",108,PG-13,Mild,None,Mild,Mild,None
Sweeney Todd: The Demon Barber of Fleet Street,2007,7.3,354603,"Drama, Horror, Musical",116,R,Mild,Severe,Mild,Mild,Severe
Hugo,2011,7.5,313623,"Drama, Family, Fantasy",126,PG,None,Mild,None,Mild,Mild
The Hitman's Bodyguard,2017,6.9,213663,"Action, Comedy, Crime",118,R,Mild,Severe,Severe,Mild,Mild
Gangs of New York,2002,7.5,421450,"Crime, Drama",167,R,Severe,Severe,Moderate,Moderate,Moderate
Wonder,2017,8.0,153566,"Drama, Family",113,PG,None,Mild,Mild,Mild,Mild
Scary Movie 2,2001,5.3,155206,Comedy,83,R,Severe,Moderate,Severe,Moderate,Mild
Evil Dead II,1987,7.7,154865,"Comedy, Horror",84,R,Mild,Severe,Moderate,None,Moderate
The Hunger Games: Mockingjay - Part 2,2015,6.6,303629,"Action, Adventure, Sci-Fi",137,PG-13,None,Moderate,None,Mild,Moderate
Men in Black II,2002,6.2,356862,"Action, Adventure, Comedy",88,PG-13,Moderate,Moderate,Mild,Mild,Mild
Let Him Go,2020,6.7,21185,"Crime, Drama, Thriller",113,R,None,Severe,Mild,Mild,Moderate
ParaNorman,2012,7.0,98315,"Animation, Adventure, Comedy",92,PG,Mild,Moderate,Mild,None,Moderate
The Witches,1990,6.9,47061,"Adventure, Comedy, Family",91,PG,None,Moderate,Mild,Mild,Moderate
Friday the 13th: The Final Chapter,1984,6.0,48870,"Horror, Thriller",91,R,Moderate,Severe,Severe,Moderate,Severe
Friday,1995,7.3,106057,"Comedy, Drama",91,R,Mild,Mild,Severe,Severe,Mild
Daman akeseo guhasoseo,2020,6.8,3463,"Action, Crime, Thriller",108,R,None,Moderate,Mild,Moderate,Mild
The Favourite,2018,7.5,185686,"Biography, Comedy, Drama",119,R,Moderate,Mild,Moderate,Mild,Mild
The Predator,2018,5.3,122994,"Action, Adventure, Sci-Fi",107,R,Mild,Severe,Severe,Mild,Moderate
What's Your Number?,2011,6.1,75713,"Comedy, Romance",106,R,Moderate,None,Moderate,Mild,None
Saint Maud,2019,6.7,26259,"Drama, Horror, Thriller",84,R,Moderate,Severe,Moderate,Mild,Severe
Spring Breakers,2012,5.3,139175,"Crime, Drama",94,R,Severe,Severe,Severe,Severe,Moderate
X: First Class,2011,7.7,664240,"Action, Adventure, Sci-Fi",131,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Waterworld,1995,6.2,188683,"Action, Adventure, Sci-Fi",135,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Unholy,2021,5.1,14717,"Drama, Horror, Mystery",99,PG-13,None,Moderate,Moderate,Mild,Severe
A Time to Kill,1996,7.5,141034,"Crime, Drama, Thriller",149,R,Mild,Moderate,Moderate,Mild,Severe
In the Earth,2021,5.2,4976,"Horror, Sci-Fi, Thriller",107,R,None,Severe,Moderate,Moderate,Severe
The Master,2012,7.2,163770,Drama,138,R,Severe,Mild,Severe,Severe,Moderate
21 Bridges,2019,6.6,58358,"Action, Crime, Thriller",99,R,None,Severe,Severe,Moderate,Moderate
Ghostbusters II,1989,6.6,190768,"Action, Comedy, Fantasy",108,PG,Mild,Mild,Mild,Mild,Moderate
12 Years a Slave,2013,8.1,666564,"Biography, Drama, History",134,R,Severe,Severe,Severe,Mild,Severe
Pirates of the Caribbean: Dead Man's Chest,2006,7.3,677451,"Action, Adventure, Fantasy",151,PG-13,Mild,Moderate,Mild,Mild,Moderate
Pain & Gain,2013,6.4,208308,"Action, Comedy, Crime",129,R,Severe,Severe,Severe,Severe,Severe
Hot Fuzz,2007,7.8,483256,"Action, Comedy, Mystery",121,R,Mild,Severe,Moderate,Mild,Moderate
Bumblebee,2018,6.7,151586,"Action, Adventure, Sci-Fi",114,PG-13,None,Moderate,Mild,None,Mild
Rent,2005,6.9,50204,"Drama, Musical, Romance",135,PG-13,Moderate,Mild,Moderate,Severe,Mild
"Crazy, Stupid, Love.",2011,7.4,493130,"Comedy, Drama, Romance",118,PG-13,Mild,Mild,Moderate,Mild,None
Crash,2004,7.7,427802,"Crime, Drama, Thriller",112,R,Moderate,Moderate,Severe,Mild,Moderate
Star Wars: Episode VI - Return of the Jedi,1983,8.3,989037,"Action, Adventure, Fantasy",131,PG,Mild,Mild,None,Mild,Mild
De slag om de Schelde,2020,7.3,6180,"Drama, War",124,R,None,Severe,Mild,Mild,Severe
Hercules,1997,7.3,216531,"Animation, Adventure, Comedy",93,G,None,Mild,None,Mild,Mild
Wedding Crashers,2005,6.9,342572,"Comedy, Romance",119,R,Severe,Mild,Moderate,Mild,None
Lo imposible,2012,7.6,212000,"Drama, History, Thriller",114,PG-13,Mild,Severe,Mild,None,Severe
Fifty Shades Darker,2017,4.6,96766,"Drama, Romance",118,R,Severe,Mild,Moderate,Mild,Mild
The Mule,2018,7.0,126843,"Crime, Drama, Thriller",116,R,Moderate,Mild,Moderate,Moderate,Mild
Afterlife of the Party,2021,5.8,5989,"Comedy, Drama, Fantasy",109,PG,None,None,None,Mild,None
Barb and Star Go to Vista Del Mar,2021,6.4,13047,Comedy,107,PG-13,Mild,Mild,Mild,Moderate,None
Bride of Chucky,1998,5.4,55353,"Comedy, Horror",89,R,Moderate,Severe,Severe,Moderate,Moderate
Overlord,2018,6.6,93304,"Action, Horror, Sci-Fi",110,R,Mild,Severe,Severe,Mild,Severe
Hotel Transylvania 3: Summer Vacation,2018,6.3,64404,"Animation, Adventure, Comedy",97,PG,None,Mild,None,None,Mild
The Hunger Games: Mockingjay - Part 1,2014,6.6,431328,"Action, Adventure, Sci-Fi",123,PG-13,None,Moderate,None,None,Mild
13 Going on 30,2004,6.2,177951,"Comedy, Fantasy, Romance",98,PG-13,Mild,None,Mild,Mild,None
Kick-Ass,2010,7.6,541047,"Action, Comedy, Crime",117,R,Moderate,Severe,Severe,Moderate,Moderate
The Girl on the Train,2016,6.5,178952,"Crime, Drama, Mystery",112,R,Severe,Moderate,Severe,Moderate,Moderate
House of 1000 Corpses,2003,6.1,82053,Horror,89,R,Moderate,Severe,Severe,Mild,Severe
Without Remorse,2021,5.8,49591,"Action, Thriller, War",109,R,None,Moderate,Mild,Mild,Moderate
The King of Staten Island,2020,7.1,53382,"Comedy, Drama",136,R,Mild,Mild,Severe,Moderate,Mild
8 Mile,2002,7.1,266000,"Drama, Music",110,R,Moderate,Moderate,Severe,Mild,Mild
Rocky IV,1985,6.9,195262,"Drama, Sport",91,PG,Mild,Moderate,Mild,Mild,Moderate
Closer,2004,7.2,210131,"Drama, Romance",104,R,Moderate,Mild,Severe,Mild,None
Moneyball,2011,7.6,392884,"Biography, Drama, Sport",133,PG-13,None,None,Moderate,Mild,None
Dallas Buyers Club,2013,8.0,462655,"Biography, Drama",117,R,Severe,Moderate,Severe,Severe,Moderate
Jerry Maguire,1996,7.3,253205,"Comedy, Drama, Romance",139,R,Moderate,Mild,Moderate,Mild,None
A Rainy Day in New York,2019,6.5,37658,"Comedy, Romance",92,PG-13,Mild,None,None,Mild,None
Don Jon,2013,6.5,234440,"Comedy, Drama, Romance",90,R,Severe,Mild,Severe,Moderate,None
Capharnaüm,2018,8.4,76398,Drama,126,R,Mild,Mild,Severe,Moderate,Moderate
BlacKkKlansman,2018,7.5,242656,"Biography, Comedy, Crime",135,R,Mild,Moderate,Severe,Mild,Moderate
Taking the Reins,2021,6.4,438,"Comedy, Drama, Romance",84,G,None,None,None,None,None
Children of Men,2006,7.9,480503,"Action, Sci-Fi, Thriller",109,R,Mild,Severe,Severe,Mild,Severe
Gwoemul,2006,7.1,114759,"Action, Drama, Horror",120,R,None,Moderate,Moderate,Mild,Moderate
The Babysitter: Killer Queen,2020,5.8,33318,"Comedy, Horror",101,R,Mild,Severe,Severe,Mild,Moderate
The Incredible Hulk,2008,6.6,457441,"Action, Adventure, Sci-Fi",112,PG-13,Mild,Moderate,Mild,Mild,Moderate
Birdman or (The Unexpected Virtue of Ignorance),2014,7.7,602537,"Comedy, Drama",119,R,Moderate,Mild,Severe,Moderate,Mild
Destination Wedding,2018,6.0,27097,"Comedy, Drama, Romance",87,R,Mild,None,Severe,Mild,None
The Amityville Horror,2005,6.0,109114,Horror,90,R,Mild,Severe,Moderate,Mild,Moderate
Indiana Jones and the Temple of Doom,1984,7.5,466305,"Action, Adventure",118,PG,Mild,Moderate,Mild,Mild,Severe
Fast & Furious 7,2015,7.1,375645,"Action, Adventure, Thriller",137,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Something Wild,1986,6.9,17255,"Comedy, Crime, Romance",114,R,Moderate,Moderate,Moderate,Mild,Mild
Eagle Eye,2008,6.6,182239,"Action, Mystery, Thriller",118,PG-13,None,Moderate,Moderate,Mild,Moderate
Shame,2011,7.2,189839,Drama,101,R,Severe,Moderate,Severe,Moderate,Moderate
Wyatt Earp,1994,6.7,48025,"Adventure, Biography, Crime",191,PG-13,Mild,Moderate,Mild,Mild,Mild
Platoon,1986,8.1,396240,"Drama, War",120,R,Mild,Severe,Severe,Moderate,Severe
Mandy,2018,6.5,71193,"Horror, Mystery, Thriller",121,R,Moderate,Severe,Moderate,Severe,Severe
Heathers,1988,7.2,96233,"Comedy, Crime",103,R,Moderate,Moderate,Moderate,Mild,Severe
Talladega Nights: The Ballad of Ricky Bobby,2006,6.6,175424,"Comedy, Sport",108,PG-13,Mild,Mild,Moderate,Moderate,None
El Camino: A Breaking Bad Movie,2019,7.3,206794,"Action, Crime, Drama",122,R,None,Moderate,Moderate,Moderate,Moderate
Contratiempo,2016,8.1,161526,"Crime, Drama, Mystery",106,R,None,Mild,Mild,Mild,Moderate
Hustlers,2019,6.3,91362,"Comedy, Crime, Drama",110,R,Moderate,Mild,Moderate,Severe,Mild
Mad Max,1979,6.9,199104,"Action, Adventure, Sci-Fi",88,R,Moderate,Moderate,Mild,Mild,Moderate
There's Something About Mary,1998,7.1,301314,"Comedy, Romance",119,R,Moderate,Mild,Moderate,Mild,None
Face/Off,1997,7.2,361187,"Action, Crime, Sci-Fi",138,R,Mild,Severe,Severe,Moderate,Moderate
Mission: Impossible - Ghost Protocol,2011,7.4,470869,"Action, Adventure, Thriller",132,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Mummy Returns,2001,6.4,311593,"Action, Adventure, Fantasy",130,PG-13,Mild,Moderate,Mild,None,Moderate
Game Night,2018,6.9,220442,"Action, Comedy, Crime",100,R,Mild,Moderate,Severe,Mild,Mild
Frankenweenie,2012,6.9,102521,"Animation, Comedy, Family",87,PG,None,Moderate,None,None,Moderate
Big Fish,2003,8.0,428053,"Adventure, Drama, Fantasy",125,PG-13,Mild,Mild,Mild,None,Mild
Spy Kids,2001,5.5,112894,"Action, Adventure, Comedy",88,PG,None,Mild,None,None,Mild
Police Academy,1984,6.7,120091,Comedy,96,R,Moderate,Mild,Moderate,Mild,None
Hostel,2005,5.9,174601,Horror,94,R,Severe,Severe,Severe,Severe,Severe
Sing,2016,7.1,143462,"Animation, Comedy, Family",108,PG,None,Mild,None,None,Mild
Glass,2019,6.6,225032,"Drama, Sci-Fi, Thriller",129,PG-13,None,Moderate,Mild,Mild,Moderate
Coming to America,1988,7.1,199352,"Comedy, Romance",117,R,Moderate,Mild,Moderate,Mild,None
Up,2009,8.2,978674,"Animation, Adventure, Comedy",96,PG,None,Mild,None,None,Moderate
Bad Boys for Life,2020,6.6,144833,"Action, Comedy, Crime",124,R,None,Severe,Severe,Mild,Mild
The Trial of the Chicago 7,2020,7.8,159365,"Drama, History, Thriller",129,R,None,Moderate,Moderate,Mild,Mild
Moonlight,2016,7.4,289612,Drama,111,R,Moderate,Moderate,Severe,Moderate,Moderate
"Lock, Stock and Two Smoking Barrels",1998,8.2,556418,"Action, Comedy, Crime",107,R,Moderate,Severe,Severe,Moderate,Mild
The Day After Tomorrow,2004,6.4,430215,"Action, Adventure, Sci-Fi",124,PG-13,None,Moderate,Mild,Mild,Moderate
It Comes at Night,2017,6.2,88923,"Horror, Mystery, Sci-Fi",91,R,Mild,Moderate,Moderate,None,Severe
The Hobbit: The Battle of the Five Armies,2014,7.4,495630,"Adventure, Fantasy",144,PG-13,None,Severe,Mild,Mild,Moderate
Cape Fear,1991,7.3,183780,"Crime, Thriller",128,R,Moderate,Severe,Moderate,Mild,Severe
Couples Retreat,2009,5.5,105123,Comedy,113,PG-13,Moderate,Mild,Mild,Mild,None
Valerian and the City of a Thousand Planets,2017,6.5,171779,"Action, Adventure, Fantasy",136,PG-13,Mild,Mild,Mild,None,Mild
Finding Nemo,2003,8.1,986509,"Animation, Adventure, Comedy",100,G,None,Mild,None,None,Moderate
Kin,2021,5.3,2206,"Crime, Drama, Thriller",105,R,None,Moderate,Mild,Moderate,None
Gravity,2013,7.7,793112,"Adventure, Drama, Sci-Fi",91,PG-13,None,Moderate,Moderate,None,Moderate
Time Trap,2017,6.3,33570,"Action, Adventure, Mystery",87,R,None,Mild,Mild,None,Mild
Die Hard: With a Vengeance,1995,7.6,374296,"Action, Adventure, Thriller",128,R,Mild,Severe,Severe,Mild,Moderate
Notting Hill,1999,7.1,291496,"Comedy, Drama, Romance",124,PG-13,Mild,None,Mild,Mild,None
The Crazies,2010,6.5,116018,"Horror, Mystery, Thriller",101,R,None,Severe,Severe,Mild,Severe
Predestination,2014,7.5,267409,"Action, Drama, Sci-Fi",97,R,Moderate,Moderate,Moderate,Mild,Mild
Night of the Living Dead,1968,7.9,122306,"Horror, Thriller",96,R,Mild,Moderate,Mild,Mild,Severe
Descendants,2015,6.4,18178,"Comedy, Family, Fantasy",112,G,None,None,None,None,Mild
Unhinged,2020,6.0,58288,"Action, Thriller",90,R,None,Severe,Moderate,Mild,Severe
Back to the Future Part II,1989,7.8,502846,"Adventure, Comedy, Sci-Fi",108,PG,Mild,Mild,Moderate,Mild,Moderate
Sucker Punch,2011,6.0,237676,"Action, Adventure, Fantasy",110,PG-13,Mild,Moderate,Mild,Mild,Moderate
Showgirls,1995,4.9,65205,Drama,128,R,Severe,Severe,Severe,Moderate,Severe
Manchester by the Sea,2016,7.8,262647,Drama,137,R,Mild,Moderate,Severe,Mild,Moderate
Minority Report,2002,7.6,527765,"Action, Crime, Mystery",145,PG-13,Moderate,Moderate,Moderate,Mild,Moderate
The Green Inferno,2013,5.3,41858,"Adventure, Horror",100,R,Moderate,Severe,Mild,Moderate,Severe
Ant-Man and the Wasp,2018,7.0,347601,"Action, Adventure, Comedy",118,PG-13,None,Mild,Mild,None,Mild
Night at the Museum,2006,6.4,328334,"Adventure, Comedy, Family",108,PG,None,Mild,Mild,None,Mild
The Wicker Man,1973,7.5,76436,"Horror, Mystery, Thriller",88,R,Severe,Moderate,Mild,Mild,Severe
Midway,2019,6.7,75878,"Action, Drama, History",138,PG-13,None,Moderate,Moderate,Mild,Moderate
Bloodshot,2020,5.7,69832,"Action, Drama, Sci-Fi",109,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Jason X,2001,4.4,53758,"Action, Horror, Sci-Fi",92,R,Moderate,Severe,Moderate,Mild,Moderate
Daredevil,2003,5.3,213091,"Action, Crime",103,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Constantine,2005,7.0,323113,"Action, Fantasy, Horror",121,R,None,Moderate,Moderate,Moderate,Severe
Under the Silver Lake,2018,6.5,37676,"Crime, Drama, Mystery",139,R,Severe,Moderate,Moderate,Moderate,Moderate
The Royal Tenenbaums,2001,7.6,277285,"Comedy, Drama",110,R,Mild,Moderate,Mild,Moderate,Mild
The Godfather: Part III,1990,7.6,376230,"Crime, Drama",162,R,Mild,Severe,Moderate,Mild,Moderate
Rain Man,1988,8.0,491147,Drama,133,R,Mild,Mild,Moderate,Mild,Mild
Eurovision Song Contest: The Story of Fire Saga,2020,6.5,86317,"Comedy, Music",123,PG-13,Mild,Mild,Mild,Mild,None
The Post,2017,7.2,143782,Drama,116,PG-13,None,Mild,Mild,Mild,Mild
Once Upon a Time in the West,1968,8.5,315267,Western,165,PG-13,Mild,Moderate,Mild,Mild,Moderate
Dances with Wolves,1990,8.0,251045,"Adventure, Drama, Western",181,PG-13,Moderate,Moderate,Mild,Mild,Moderate
Austin Powers: The Spy Who Shagged Me,1999,6.6,224420,"Action, Adventure, Comedy",95,PG-13,Moderate,Mild,Moderate,None,None
The Bad Batch,2016,5.3,29069,"Action, Horror, Mystery",118,R,Mild,Severe,Moderate,Moderate,Severe
The Age of Adaline,2015,7.2,163863,"Drama, Fantasy, Romance",112,PG-13,None,Mild,Mild,Mild,Mild
The Sandlot,1993,7.8,84939,"Comedy, Drama, Family",101,PG,Mild,Mild,Mild,Mild,Mild
Despicable Me,2010,7.6,518369,"Animation, Adventure, Comedy",95,PG,None,Mild,None,None,Mild
Sliding Doors,1998,6.7,65505,"Comedy, Drama, Fantasy",99,PG-13,Moderate,Mild,Moderate,Mild,Mild
Archive,2020,6.4,17234,"Drama, Mystery, Sci-Fi",109,R,None,Mild,Moderate,Mild,Moderate
Before Sunrise,1995,8.1,287920,"Drama, Romance",101,R,Mild,None,Mild,Mild,None
Wes Craven's New Nightmare,1994,6.5,54771,"Fantasy, Horror, Mystery",112,R,None,Severe,Mild,Mild,Severe
Major Payne,1995,6.3,34115,"Adventure, Comedy, Family",95,PG-13,None,Mild,Mild,None,Mild
Dark Waters,2019,7.6,74353,"Biography, Drama, History",126,PG-13,Mild,Mild,Mild,None,Moderate
Tangled,2010,7.7,424386,"Animation, Adventure, Comedy",100,PG,None,Mild,None,Mild,Mild
The Pursuit of Happyness,2006,8.0,474940,"Biography, Drama",117,PG-13,None,None,Mild,Mild,Mild
Blood Diamond,2006,8.0,520730,"Adventure, Drama, Thriller",143,R,Mild,Severe,Moderate,Moderate,Severe
Galaxy Quest,1999,7.3,157279,"Adventure, Comedy, Sci-Fi",102,PG,Mild,Mild,Mild,Mild,Mild
Star Wars: Episode III - Revenge of the Sith,2005,7.5,739675,"Action, Adventure, Fantasy",140,PG-13,None,Moderate,None,None,Moderate
10 Cloverfield Lane,2016,7.2,306304,"Action, Drama, Horror",103,PG-13,None,Moderate,Mild,Mild,Severe
Collateral,2004,7.5,380446,"Crime, Drama, Thriller",120,R,None,Severe,Moderate,Mild,Moderate
The Machinist,2004,7.7,371915,"Drama, Thriller",101,R,Moderate,Moderate,Moderate,Mild,Moderate
Hitman,2007,6.3,165179,"Action, Crime, Thriller",100,R,Moderate,Severe,Moderate,Moderate,Moderate
Phantom Thread,2017,7.5,120618,"Drama, Romance",130,R,Mild,None,Moderate,Mild,Mild
The Others,2001,7.6,351662,"Horror, Mystery, Thriller",101,PG-13,Mild,Mild,Mild,None,Moderate
Pirates of the Caribbean: On Stranger Tides,2011,6.6,498859,"Action, Adventure, Fantasy",137,PG-13,Mild,Moderate,Mild,Mild,Moderate
The Butterfly Effect,2004,7.6,467709,"Drama, Sci-Fi, Thriller",113,R,Moderate,Severe,Severe,Moderate,Severe
American Traitor: The Trial of Axis Sally,2021,5.6,1647,Drama,109,R,Mild,None,None,Mild,Moderate
The Equalizer 2,2018,6.7,145993,"Action, Crime, Thriller",121,R,None,Severe,Severe,Moderate,Severe
Downsizing,2017,5.7,104267,"Drama, Fantasy, Sci-Fi",135,R,Moderate,None,Moderate,Moderate,None
True Grit,2010,7.6,324184,"Drama, Western",110,PG-13,None,Severe,Mild,Mild,Moderate
The Deer Hunter,1978,8.1,325388,"Drama, War",183,R,Mild,Severe,Severe,Mild,Severe
Shooter,2007,7.2,321767,"Action, Drama, Thriller",124,R,Mild,Severe,Moderate,Mild,Moderate
The Devil's Rejects,2005,6.8,96526,"Crime, Horror, Western",107,R,Severe,Severe,Severe,Severe,Severe
King Arthur: Legend of the Sword,2017,6.7,203421,"Action, Adventure, Drama",126,PG-13,Mild,Moderate,Moderate,None,Moderate
Hannibal,2001,6.8,264083,"Crime, Drama, Thriller",131,R,Mild,Severe,Mild,Moderate,Severe
Pretty Baby,1978,6.6,10412,Drama,110,R,Severe,Mild,Mild,Mild,Mild
Stargate,1994,7.1,182881,"Action, Adventure, Sci-Fi",116,PG-13,None,Moderate,Mild,Mild,Moderate
Jacob's Ladder,1990,7.5,103508,"Drama, Horror, Mystery",113,R,Moderate,Severe,Moderate,Mild,Severe
Così fan tutte,1992,5.3,4521,"Comedy, Drama",93,R,Severe,None,Mild,Mild,None
Possessor,2020,6.5,28343,"Horror, Mystery, Sci-Fi",103,R,Severe,Severe,Moderate,Moderate,Severe
The Room,2003,3.7,85934,Drama,99,R,Severe,Mild,Moderate,Mild,Mild
Goosebumps,2015,6.3,84668,"Adventure, Comedy, Family",103,PG,None,Mild,Mild,None,Moderate
Climax,2018,7.0,60305,"Drama, Horror, Music",97,R,Moderate,Severe,Severe,Severe,Severe
Instant Family,2018,7.3,99670,"Comedy, Drama",118,PG-13,Mild,Mild,Moderate,Mild,None
Fa yeung nin wah,2000,8.1,137467,"Drama, Romance",98,PG,None,None,None,Mild,None
Terminator Genisys,2015,6.3,268152,"Action, Adventure, Sci-Fi",126,PG-13,Mild,Moderate,Moderate,Mild,Mild
A Few Good Men,1992,7.7,247988,"Drama, Thriller",138,R,None,Mild,Moderate,Mild,Mild
The Informer,2019,6.6,30857,"Action, Crime, Drama",113,R,None,Severe,Severe,Moderate,Moderate
Star Wars: Episode II - Attack of the Clones,2002,6.5,667455,"Action, Adventure, Fantasy",142,PG,Mild,Moderate,None,Mild,Moderate
Million Dollar Baby,2004,8.1,659385,"Drama, Sport",132,PG-13,None,Moderate,Moderate,Mild,Moderate
Oxygène,2021,6.5,31879,"Drama, Fantasy, Sci-Fi",100,PG-13,None,Mild,Mild,None,Moderate
Double Jeopardy,1999,6.5,82174,"Crime, Drama, Mystery",105,R,Moderate,Moderate,Moderate,Mild,Mild
Cold Mountain,2003,7.2,144132,"Adventure, Drama, History",154,R,Severe,Severe,Mild,Mild,Severe
The Love Witch,2016,6.2,14713,"Comedy, Horror, Romance",120,R,Moderate,Mild,Mild,Moderate,Mild
Red Dragon,2002,7.2,262623,"Crime, Drama, Thriller",124,R,Moderate,Severe,Moderate,Mild,Severe
Deep Impact,1998,6.2,171079,"Action, Drama, Sci-Fi",120,PG-13,None,Mild,Moderate,Mild,Moderate
Molly's Game,2017,7.4,156671,"Biography, Crime, Drama",140,R,None,Mild,Moderate,Moderate,Moderate
Supernova,2020,6.9,8104,"Drama, Romance",95,R,Mild,None,Moderate,Mild,Mild
X-Men: Days of Future Past,2014,7.9,681074,"Action, Adventure, Sci-Fi",132,PG-13,Mild,Moderate,Moderate,Mild,Moderate
I Am Legend,2007,7.2,715105,"Action, Adventure, Drama",101,PG-13,None,Moderate,Mild,None,Moderate
Silent Hill,2006,6.5,221756,"Horror, Mystery",125,R,Mild,Severe,Moderate,Mild,Severe
American Sniper,2014,7.3,459138,"Action, Biography, Drama",133,R,Mild,Severe,Severe,Mild,Severe
Happy Death Day,2017,6.6,128727,"Comedy, Horror, Mystery",96,PG-13,Mild,Moderate,Moderate,Mild,Moderate
Pacific Rim,2013,6.9,481081,"Action, Adventure, Sci-Fi",131,PG-13,None,Moderate,Moderate,Mild,Moderate
The Running Man,1987,6.7,146724,"Action, Sci-Fi, Thriller",101,R,Mild,Severe,Moderate,Mild,Moderate
The Longest Yard,2005,6.4,169841,"Comedy, Crime, Sport",113,PG-13,Moderate,Moderate,Moderate,Mild,Mild
2012,2009,5.8,364536,"Action, Adventure, Sci-Fi",158,PG-13,Mild,Moderate,Moderate,Mild,Severe
Pleasantville,1998,7.5,125413,"Comedy, Drama, Fantasy",124,PG-13,Moderate,Mild,Mild,Mild,Mild
Jeepers Creepers,2001,6.2,119415,"Horror, Mystery",90,R,Mild,Severe,Moderate,None,Severe
Suspiria,1977,7.4,87191,Horror,99,R,None,Severe,Mild,Mild,Severe
Fantastic Four,2005,5.7,319379,"Action, Adventure, Fantasy",106,PG-13,Mild,Mild,Mild,Mild,Moderate
The French Connection,1971,7.7,116159,"Action, Crime, Drama",104,R,Mild,Moderate,Moderate,Moderate,Moderate
